,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
16763,32.0,blue-collar,divorced,primary,no,-156.0,yes,no,cellular,24.0,jul,129.0,2.0,-1.0,0.0,unknown,1
32751,31.0,technician,married,secondary,no,4.0,yes,no,cellular,17.0,apr,234.0,2.0,-1.0,0.0,unknown,1
40291,28.0,admin.,single,secondary,no,520.0,yes,no,cellular,15.0,jun,29.0,1.0,-1.0,0.0,unknown,1
6812,38.0,entrepreneur,married,secondary,no,61.0,yes,yes,unknown,28.0,may,170.0,5.0,-1.0,0.0,unknown,1
6534,28.0,blue-collar,married,secondary,no,100.0,yes,yes,unknown,27.0,may,132.0,2.0,-1.0,0.0,unknown,1
24301,38.0,entrepreneur,married,secondary,no,0.0,yes,yes,cellular,17.0,nov,258.0,1.0,-1.0,0.0,unknown,1
43126,60.0,admin.,married,secondary,no,106.0,no,no,cellular,24.0,feb,137.0,1.0,187.0,4.0,success,2
4415,38.0,blue-collar,single,primary,no,419.0,yes,no,unknown,20.0,may,656.0,1.0,-1.0,0.0,unknown,1
12243,41.0,services,single,secondary,no,0.0,no,no,unknown,20.0,jun,204.0,2.0,-1.0,0.0,unknown,1
28127,30.0,management,married,tertiary,no,370.0,no,no,cellular,29.0,jan,250.0,1.0,246.0,1.0,other,1
23850,37.0,management,married,tertiary,no,5.0,no,no,cellular,29.0,aug,36.0,2.0,-1.0,0.0,unknown,1
618,40.0,blue-collar,married,primary,no,2880.0,yes,no,unknown,6.0,may,145.0,2.0,-1.0,0.0,unknown,1
17910,36.0,technician,married,secondary,no,318.0,no,no,cellular,30.0,jul,295.0,2.0,-1.0,0.0,unknown,1
18842,53.0,admin.,married,secondary,no,769.0,no,no,cellular,4.0,aug,59.0,1.0,-1.0,0.0,unknown,1
18388,37.0,technician,single,secondary,no,884.0,yes,yes,cellular,31.0,jul,128.0,2.0,-1.0,0.0,unknown,1
9843,51.0,admin.,married,unknown,no,3558.0,yes,no,unknown,9.0,jun,80.0,3.0,-1.0,0.0,unknown,1
18401,59.0,blue-collar,married,primary,no,595.0,no,no,telephone,31.0,jul,208.0,7.0,-1.0,0.0,unknown,1
22600,50.0,services,single,secondary,no,321.0,no,no,telephone,22.0,aug,90.0,11.0,-1.0,0.0,unknown,1
29994,28.0,services,single,secondary,no,458.0,no,no,cellular,4.0,feb,112.0,4.0,201.0,3.0,failure,1
9381,26.0,admin.,married,secondary,no,710.0,yes,yes,unknown,6.0,jun,1276.0,2.0,-1.0,0.0,unknown,2
31975,38.0,blue-collar,married,secondary,no,1663.0,yes,no,cellular,13.0,apr,217.0,3.0,327.0,1.0,failure,1
12816,34.0,technician,single,secondary,no,232.0,no,no,cellular,7.0,jul,130.0,1.0,-1.0,0.0,unknown,1
10395,36.0,student,single,unknown,no,172.0,no,no,unknown,12.0,jun,81.0,1.0,-1.0,0.0,unknown,1
42492,64.0,housemaid,married,primary,no,67.0,no,no,telephone,14.0,dec,86.0,2.0,111.0,1.0,failure,1
4256,52.0,blue-collar,married,secondary,no,157.0,yes,yes,unknown,19.0,may,107.0,2.0,-1.0,0.0,unknown,1
15579,59.0,housemaid,married,primary,no,-187.0,yes,no,telephone,21.0,jul,118.0,7.0,-1.0,0.0,unknown,1
44695,72.0,retired,married,secondary,no,1978.0,no,no,cellular,6.0,sep,312.0,1.0,-1.0,0.0,unknown,2
23657,34.0,management,single,tertiary,no,4348.0,yes,no,cellular,28.0,aug,373.0,8.0,-1.0,0.0,unknown,1
33043,38.0,admin.,married,secondary,no,0.0,yes,yes,cellular,17.0,apr,547.0,2.0,-1.0,0.0,unknown,2
19438,52.0,technician,married,secondary,no,1815.0,no,no,cellular,6.0,aug,131.0,3.0,-1.0,0.0,unknown,1
6738,47.0,blue-collar,married,secondary,no,480.0,yes,no,unknown,28.0,may,211.0,2.0,-1.0,0.0,unknown,1
1724,42.0,blue-collar,married,primary,no,-67.0,yes,no,unknown,9.0,may,128.0,1.0,-1.0,0.0,unknown,1
39478,28.0,management,single,tertiary,no,957.0,no,no,cellular,25.0,may,915.0,2.0,-1.0,0.0,unknown,2
22999,48.0,technician,married,secondary,no,2688.0,no,yes,cellular,26.0,aug,610.0,2.0,-1.0,0.0,unknown,1
12504,48.0,technician,married,secondary,no,0.0,yes,yes,unknown,2.0,jul,44.0,2.0,-1.0,0.0,unknown,1
20247,34.0,management,married,tertiary,no,1666.0,no,no,cellular,11.0,aug,36.0,4.0,-1.0,0.0,unknown,1
31563,38.0,technician,married,secondary,no,275.0,yes,no,cellular,3.0,apr,277.0,2.0,333.0,1.0,failure,1
35148,29.0,services,divorced,secondary,no,92.0,yes,no,cellular,7.0,may,240.0,1.0,-1.0,0.0,unknown,1
4526,31.0,management,single,tertiary,no,2007.0,yes,no,unknown,20.0,may,253.0,1.0,-1.0,0.0,unknown,1
24485,58.0,management,divorced,secondary,no,321.0,no,yes,cellular,17.0,nov,254.0,2.0,-1.0,0.0,unknown,1
29836,39.0,admin.,divorced,secondary,no,512.0,no,no,cellular,4.0,feb,275.0,1.0,-1.0,0.0,unknown,1
20303,32.0,management,married,tertiary,no,713.0,yes,no,cellular,11.0,aug,76.0,7.0,-1.0,0.0,unknown,1
12704,58.0,management,married,primary,no,4850.0,no,no,cellular,7.0,jul,179.0,2.0,-1.0,0.0,unknown,1
6844,44.0,management,married,tertiary,no,0.0,yes,no,unknown,28.0,may,260.0,1.0,-1.0,0.0,unknown,1
1220,36.0,services,single,tertiary,no,72.0,yes,no,unknown,8.0,may,80.0,1.0,-1.0,0.0,unknown,1
10001,39.0,blue-collar,married,secondary,no,138.0,no,no,unknown,9.0,jun,61.0,2.0,-1.0,0.0,unknown,1
35897,33.0,technician,married,tertiary,no,565.0,yes,no,cellular,8.0,may,77.0,2.0,-1.0,0.0,unknown,1
35170,31.0,management,single,tertiary,no,23.0,yes,no,cellular,7.0,may,98.0,1.0,-1.0,0.0,unknown,1
19531,47.0,blue-collar,married,primary,no,124.0,no,no,cellular,7.0,aug,76.0,2.0,-1.0,0.0,unknown,1
2460,54.0,blue-collar,married,unknown,no,363.0,yes,no,unknown,13.0,may,202.0,1.0,-1.0,0.0,unknown,1
11734,45.0,housemaid,married,primary,no,4994.0,no,no,unknown,20.0,jun,48.0,1.0,-1.0,0.0,unknown,1
21989,37.0,management,married,tertiary,no,16.0,no,no,cellular,20.0,aug,280.0,1.0,-1.0,0.0,unknown,1
28149,32.0,technician,married,tertiary,no,0.0,yes,yes,cellular,29.0,jan,223.0,1.0,261.0,2.0,failure,1
19597,37.0,management,single,tertiary,no,200.0,no,no,cellular,7.0,aug,259.0,4.0,-1.0,0.0,unknown,1
27285,39.0,services,married,primary,no,1601.0,yes,no,cellular,21.0,nov,219.0,2.0,182.0,2.0,failure,1
33996,29.0,management,single,tertiary,no,91.0,no,no,cellular,30.0,apr,99.0,1.0,274.0,4.0,other,1
10985,48.0,management,married,tertiary,no,6613.0,no,no,unknown,17.0,jun,159.0,3.0,-1.0,0.0,unknown,1
3059,28.0,technician,single,secondary,no,280.0,yes,no,unknown,14.0,may,142.0,3.0,-1.0,0.0,unknown,1
13865,37.0,management,married,tertiary,no,15437.0,yes,no,cellular,10.0,jul,123.0,1.0,-1.0,0.0,unknown,1
7647,34.0,management,married,tertiary,no,362.0,yes,no,unknown,30.0,may,38.0,3.0,-1.0,0.0,unknown,1
4381,44.0,services,married,primary,no,1161.0,yes,no,unknown,19.0,may,110.0,5.0,-1.0,0.0,unknown,1
32618,28.0,technician,single,secondary,no,16.0,no,no,cellular,17.0,apr,268.0,1.0,333.0,1.0,failure,1
38424,39.0,admin.,married,secondary,no,-650.0,no,no,cellular,15.0,may,123.0,2.0,364.0,1.0,failure,1
32426,42.0,technician,divorced,secondary,no,611.0,yes,no,cellular,16.0,apr,804.0,2.0,262.0,5.0,failure,1
14092,47.0,entrepreneur,married,tertiary,no,416.0,yes,yes,telephone,11.0,jul,87.0,2.0,-1.0,0.0,unknown,1
35437,24.0,technician,single,secondary,no,1371.0,yes,yes,cellular,7.0,may,166.0,2.0,-1.0,0.0,unknown,1
20759,47.0,unemployed,married,secondary,no,432.0,no,no,cellular,13.0,aug,334.0,2.0,-1.0,0.0,unknown,1
13876,25.0,admin.,single,secondary,no,19.0,no,no,cellular,10.0,jul,133.0,1.0,-1.0,0.0,unknown,1
24969,39.0,admin.,married,secondary,no,3732.0,yes,no,cellular,18.0,nov,515.0,1.0,181.0,2.0,failure,1
42819,29.0,technician,married,secondary,no,1599.0,yes,no,cellular,1.0,feb,200.0,2.0,96.0,3.0,failure,1
2261,46.0,entrepreneur,married,tertiary,no,-43.0,no,no,unknown,12.0,may,138.0,8.0,-1.0,0.0,unknown,1
26789,30.0,unemployed,married,primary,no,1379.0,no,yes,cellular,20.0,nov,172.0,2.0,-1.0,0.0,unknown,1
7924,36.0,blue-collar,married,secondary,no,71.0,yes,no,unknown,30.0,may,510.0,5.0,-1.0,0.0,unknown,1
7140,43.0,technician,married,secondary,no,310.0,yes,no,unknown,29.0,may,291.0,1.0,-1.0,0.0,unknown,1
30159,36.0,student,single,secondary,no,904.0,no,no,telephone,5.0,feb,36.0,9.0,8.0,13.0,other,1
44853,58.0,technician,married,secondary,no,99.0,no,no,telephone,22.0,sep,396.0,2.0,-1.0,0.0,unknown,2
5397,30.0,services,married,secondary,no,2.0,no,yes,unknown,23.0,may,50.0,3.0,-1.0,0.0,unknown,1
10402,41.0,services,married,secondary,no,-700.0,no,yes,unknown,12.0,jun,309.0,1.0,-1.0,0.0,unknown,1
45005,26.0,blue-collar,single,secondary,no,2007.0,no,no,cellular,13.0,oct,194.0,1.0,92.0,5.0,success,2
712,36.0,entrepreneur,married,tertiary,no,125.0,yes,no,unknown,6.0,may,95.0,3.0,-1.0,0.0,unknown,1
28188,59.0,management,married,tertiary,no,1857.0,no,no,cellular,29.0,jan,386.0,1.0,168.0,4.0,failure,1
44752,75.0,retired,divorced,primary,no,1926.0,no,no,cellular,9.0,sep,761.0,1.0,93.0,5.0,other,1
37502,27.0,management,single,tertiary,no,205.0,no,no,cellular,13.0,may,204.0,3.0,-1.0,0.0,unknown,1
7107,40.0,admin.,married,primary,no,1314.0,yes,no,unknown,29.0,may,284.0,1.0,-1.0,0.0,unknown,1
24285,38.0,management,married,tertiary,no,1875.0,no,no,cellular,17.0,nov,286.0,1.0,-1.0,0.0,unknown,1
14686,44.0,blue-collar,divorced,secondary,no,-1.0,no,yes,cellular,15.0,jul,194.0,5.0,-1.0,0.0,unknown,1
29042,35.0,technician,divorced,secondary,no,2823.0,yes,no,cellular,2.0,feb,229.0,1.0,-1.0,0.0,unknown,1
15339,59.0,technician,married,tertiary,no,0.0,no,no,cellular,18.0,jul,274.0,5.0,-1.0,0.0,unknown,1
37561,34.0,technician,divorced,secondary,no,175.0,yes,no,cellular,14.0,may,21.0,8.0,-1.0,0.0,unknown,1
24061,32.0,admin.,married,secondary,no,8749.0,yes,yes,unknown,21.0,oct,294.0,1.0,-1.0,0.0,unknown,2
19367,48.0,blue-collar,married,secondary,no,2054.0,yes,no,cellular,6.0,aug,127.0,2.0,-1.0,0.0,unknown,1
29964,49.0,management,married,tertiary,no,20.0,yes,no,cellular,4.0,feb,117.0,1.0,-1.0,0.0,unknown,1
28238,38.0,entrepreneur,single,tertiary,no,-274.0,yes,yes,cellular,29.0,jan,103.0,1.0,247.0,2.0,failure,1
26842,59.0,retired,married,secondary,no,1896.0,no,no,telephone,20.0,nov,134.0,9.0,-1.0,0.0,unknown,1
43799,27.0,blue-collar,single,tertiary,no,567.0,no,no,cellular,26.0,may,523.0,3.0,182.0,3.0,success,2
9735,46.0,blue-collar,married,primary,no,1666.0,yes,no,unknown,9.0,jun,94.0,13.0,-1.0,0.0,unknown,1
6546,39.0,management,married,tertiary,no,1598.0,yes,yes,unknown,27.0,may,87.0,3.0,-1.0,0.0,unknown,1
30587,53.0,technician,married,secondary,no,287.0,no,no,telephone,6.0,feb,13.0,5.0,-1.0,0.0,unknown,1
24518,56.0,services,divorced,primary,no,588.0,no,no,cellular,17.0,nov,303.0,2.0,-1.0,0.0,unknown,1
30567,31.0,technician,single,tertiary,no,3729.0,yes,no,cellular,5.0,feb,176.0,2.0,8.0,10.0,other,1
43012,66.0,retired,married,secondary,no,780.0,no,no,cellular,12.0,feb,388.0,4.0,-1.0,0.0,unknown,1
17918,39.0,technician,married,secondary,no,-1451.0,yes,yes,cellular,30.0,jul,65.0,5.0,-1.0,0.0,unknown,1
2391,36.0,admin.,married,secondary,no,-423.0,yes,yes,unknown,13.0,may,106.0,1.0,-1.0,0.0,unknown,1
38496,52.0,technician,divorced,secondary,no,144.0,yes,no,cellular,15.0,may,362.0,1.0,-1.0,0.0,unknown,1
5734,38.0,services,married,secondary,no,25.0,yes,yes,unknown,26.0,may,266.0,3.0,-1.0,0.0,unknown,1
7928,52.0,technician,divorced,secondary,no,137.0,yes,no,unknown,30.0,may,84.0,3.0,-1.0,0.0,unknown,1
24396,45.0,technician,single,secondary,no,819.0,no,yes,cellular,17.0,nov,200.0,1.0,-1.0,0.0,unknown,1
21186,45.0,management,married,tertiary,no,0.0,no,no,cellular,14.0,aug,64.0,2.0,-1.0,0.0,unknown,1
21291,58.0,blue-collar,married,secondary,no,0.0,no,no,cellular,18.0,aug,27.0,17.0,-1.0,0.0,unknown,1
6299,33.0,management,divorced,tertiary,no,723.0,yes,no,unknown,27.0,may,246.0,1.0,-1.0,0.0,unknown,1
44144,47.0,admin.,single,secondary,no,3696.0,no,no,cellular,12.0,jul,250.0,2.0,181.0,4.0,success,2
36235,29.0,services,single,secondary,no,31.0,yes,no,cellular,11.0,may,82.0,1.0,369.0,3.0,other,1
28512,44.0,entrepreneur,divorced,secondary,no,-600.0,yes,yes,cellular,29.0,jan,367.0,3.0,-1.0,0.0,unknown,1
11832,20.0,student,single,secondary,no,-322.0,yes,no,unknown,20.0,jun,73.0,4.0,-1.0,0.0,unknown,1
6451,44.0,services,divorced,secondary,no,51.0,yes,yes,unknown,27.0,may,3094.0,2.0,-1.0,0.0,unknown,2
6014,35.0,blue-collar,married,secondary,no,1209.0,yes,no,unknown,26.0,may,304.0,3.0,-1.0,0.0,unknown,1
8599,28.0,management,married,tertiary,no,3844.0,yes,no,unknown,3.0,jun,132.0,2.0,-1.0,0.0,unknown,1
43920,31.0,management,single,tertiary,no,938.0,no,no,cellular,14.0,jun,472.0,1.0,384.0,3.0,failure,1
23330,34.0,technician,single,secondary,no,391.0,no,no,cellular,27.0,aug,214.0,8.0,-1.0,0.0,unknown,1
17800,32.0,technician,married,tertiary,no,-252.0,yes,no,cellular,29.0,jul,52.0,4.0,-1.0,0.0,unknown,1
40935,31.0,management,married,tertiary,no,1812.0,no,no,cellular,12.0,aug,112.0,1.0,104.0,1.0,success,1
30939,29.0,technician,single,secondary,no,28.0,no,no,cellular,9.0,feb,96.0,2.0,-1.0,0.0,unknown,1
43166,27.0,blue-collar,single,secondary,no,23.0,no,no,cellular,26.0,feb,590.0,2.0,-1.0,0.0,unknown,1
4963,33.0,technician,married,primary,no,5.0,no,no,unknown,21.0,may,57.0,2.0,-1.0,0.0,unknown,1
355,31.0,admin.,single,secondary,no,12.0,yes,no,unknown,5.0,may,208.0,2.0,-1.0,0.0,unknown,1
15222,31.0,management,divorced,tertiary,no,294.0,yes,no,cellular,17.0,jul,536.0,5.0,-1.0,0.0,unknown,2
22963,33.0,management,single,tertiary,no,0.0,no,no,cellular,26.0,aug,60.0,2.0,-1.0,0.0,unknown,1
17073,32.0,technician,single,secondary,no,4069.0,yes,no,cellular,25.0,jul,273.0,1.0,-1.0,0.0,unknown,1
807,31.0,services,married,secondary,no,414.0,yes,no,unknown,7.0,may,215.0,1.0,-1.0,0.0,unknown,1
17562,46.0,management,married,secondary,no,10.0,yes,no,cellular,29.0,jul,122.0,7.0,-1.0,0.0,unknown,1
34268,50.0,management,married,tertiary,no,346.0,no,no,cellular,4.0,may,76.0,2.0,87.0,1.0,success,1
39629,25.0,student,single,secondary,no,304.0,no,no,cellular,26.0,may,226.0,2.0,-1.0,0.0,unknown,2
2825,57.0,management,married,tertiary,no,0.0,yes,no,unknown,14.0,may,124.0,1.0,-1.0,0.0,unknown,1
19927,47.0,management,married,tertiary,no,260.0,no,yes,cellular,8.0,aug,138.0,2.0,-1.0,0.0,unknown,1
43488,36.0,management,married,tertiary,no,-115.0,yes,no,cellular,16.0,apr,297.0,4.0,182.0,2.0,other,2
9676,60.0,management,married,primary,no,295.0,no,no,unknown,6.0,jun,126.0,4.0,-1.0,0.0,unknown,1
3283,41.0,services,married,secondary,no,957.0,yes,no,unknown,15.0,may,326.0,4.0,-1.0,0.0,unknown,1
24994,36.0,blue-collar,married,primary,no,871.0,yes,yes,telephone,18.0,nov,2.0,1.0,-1.0,0.0,unknown,1
10805,41.0,management,married,tertiary,no,1234.0,no,no,unknown,17.0,jun,68.0,1.0,-1.0,0.0,unknown,1
31925,41.0,blue-collar,married,primary,no,3658.0,yes,no,cellular,9.0,apr,268.0,1.0,330.0,1.0,failure,1
20478,30.0,management,single,secondary,no,24.0,no,no,cellular,12.0,aug,29.0,4.0,-1.0,0.0,unknown,1
36406,59.0,services,married,secondary,no,0.0,yes,no,telephone,11.0,may,437.0,2.0,361.0,5.0,failure,1
36558,44.0,management,divorced,tertiary,no,2696.0,yes,yes,cellular,12.0,may,58.0,1.0,-1.0,0.0,unknown,1
7022,25.0,blue-collar,married,secondary,no,1025.0,yes,no,unknown,28.0,may,478.0,2.0,-1.0,0.0,unknown,1
34062,24.0,student,single,primary,no,474.0,no,no,cellular,30.0,apr,551.0,1.0,-1.0,0.0,unknown,2
23250,32.0,technician,single,secondary,no,1107.0,no,no,cellular,27.0,aug,113.0,8.0,-1.0,0.0,unknown,1
38407,30.0,management,single,tertiary,no,1692.0,yes,no,cellular,15.0,may,251.0,1.0,-1.0,0.0,unknown,1
4741,40.0,blue-collar,married,primary,no,236.0,yes,no,unknown,20.0,may,167.0,2.0,-1.0,0.0,unknown,1
45159,60.0,services,married,secondary,no,4428.0,no,no,cellular,9.0,nov,125.0,1.0,96.0,6.0,failure,1
19003,32.0,management,married,tertiary,no,440.0,no,no,cellular,5.0,aug,377.0,3.0,-1.0,0.0,unknown,1
38719,42.0,blue-collar,married,primary,no,-336.0,yes,no,telephone,15.0,may,12.0,6.0,-1.0,0.0,unknown,1
35970,51.0,blue-collar,married,secondary,no,1022.0,yes,no,cellular,8.0,may,311.0,3.0,-1.0,0.0,unknown,1
443,24.0,self-employed,single,secondary,no,0.0,yes,no,unknown,6.0,may,278.0,1.0,-1.0,0.0,unknown,1
29308,36.0,management,single,unknown,no,601.0,no,no,cellular,2.0,feb,237.0,2.0,-1.0,0.0,unknown,1
40739,47.0,housemaid,married,primary,no,0.0,no,no,cellular,10.0,aug,1225.0,2.0,-1.0,0.0,unknown,1
8945,27.0,services,single,secondary,no,1913.0,yes,no,unknown,4.0,jun,216.0,2.0,-1.0,0.0,unknown,1
12435,55.0,management,married,tertiary,no,0.0,no,no,unknown,30.0,jun,111.0,2.0,-1.0,0.0,unknown,1
1489,34.0,blue-collar,married,secondary,no,129.0,yes,no,unknown,8.0,may,71.0,2.0,-1.0,0.0,unknown,1
7691,51.0,technician,married,secondary,no,4924.0,yes,no,unknown,30.0,may,448.0,1.0,-1.0,0.0,unknown,1
17255,26.0,blue-collar,single,secondary,no,37.0,no,yes,cellular,28.0,jul,301.0,2.0,-1.0,0.0,unknown,1
2055,51.0,blue-collar,married,tertiary,no,7816.0,yes,no,unknown,12.0,may,76.0,2.0,-1.0,0.0,unknown,1
28031,41.0,technician,married,secondary,no,0.0,no,no,cellular,28.0,jan,411.0,2.0,156.0,8.0,other,1
18090,45.0,technician,married,secondary,no,1841.0,yes,no,cellular,30.0,jul,154.0,2.0,-1.0,0.0,unknown,1
25557,56.0,retired,divorced,secondary,no,1886.0,yes,no,cellular,19.0,nov,682.0,1.0,-1.0,0.0,unknown,1
23964,40.0,management,single,tertiary,no,185.0,no,no,cellular,29.0,aug,173.0,4.0,-1.0,0.0,unknown,1
16542,57.0,services,married,secondary,no,204.0,no,no,telephone,24.0,jul,70.0,3.0,-1.0,0.0,unknown,1
1754,27.0,services,single,secondary,no,4.0,yes,yes,unknown,9.0,may,490.0,1.0,-1.0,0.0,unknown,1
19895,34.0,management,married,tertiary,no,-16.0,no,no,cellular,8.0,aug,108.0,2.0,-1.0,0.0,unknown,1
5544,36.0,services,married,secondary,no,1694.0,yes,yes,unknown,23.0,may,164.0,6.0,-1.0,0.0,unknown,1
8673,55.0,unknown,married,secondary,yes,-208.0,yes,no,unknown,3.0,jun,148.0,2.0,-1.0,0.0,unknown,1
23604,43.0,management,married,tertiary,no,241.0,no,no,cellular,28.0,aug,79.0,10.0,-1.0,0.0,unknown,1
22809,30.0,management,single,tertiary,no,73.0,no,no,cellular,25.0,aug,114.0,6.0,-1.0,0.0,unknown,1
23658,35.0,technician,single,secondary,no,230.0,no,no,cellular,28.0,aug,104.0,1.0,-1.0,0.0,unknown,1
12237,47.0,management,married,tertiary,no,866.0,no,no,unknown,20.0,jun,7.0,7.0,-1.0,0.0,unknown,1
41909,25.0,student,single,secondary,no,3165.0,no,no,telephone,20.0,oct,251.0,2.0,-1.0,0.0,unknown,1
34003,42.0,management,married,tertiary,no,6060.0,yes,no,cellular,30.0,apr,316.0,1.0,350.0,2.0,failure,2
25584,57.0,entrepreneur,married,tertiary,no,1828.0,yes,no,cellular,19.0,nov,68.0,1.0,-1.0,0.0,unknown,1
349,55.0,management,married,tertiary,no,685.0,yes,no,unknown,5.0,may,174.0,3.0,-1.0,0.0,unknown,1
21808,51.0,technician,married,secondary,no,180.0,yes,no,cellular,20.0,aug,154.0,2.0,-1.0,0.0,unknown,1
28143,43.0,technician,married,secondary,no,373.0,no,no,telephone,29.0,jan,221.0,1.0,-1.0,0.0,unknown,1
42236,65.0,retired,married,secondary,no,1370.0,no,no,cellular,12.0,nov,177.0,1.0,92.0,1.0,failure,1
42055,54.0,housemaid,married,secondary,no,962.0,yes,no,cellular,29.0,oct,288.0,3.0,-1.0,0.0,unknown,2
5337,31.0,management,single,tertiary,no,0.0,yes,no,unknown,23.0,may,391.0,1.0,-1.0,0.0,unknown,1
28865,49.0,management,single,tertiary,no,163.0,yes,no,cellular,30.0,jan,281.0,2.0,269.0,3.0,failure,1
11180,49.0,technician,married,secondary,no,997.0,no,no,unknown,18.0,jun,118.0,1.0,-1.0,0.0,unknown,1
28646,39.0,self-employed,married,secondary,no,656.0,no,no,cellular,29.0,jan,309.0,3.0,-1.0,0.0,unknown,1
15823,40.0,admin.,single,secondary,no,664.0,no,no,cellular,21.0,jul,1342.0,2.0,-1.0,0.0,unknown,2
17042,40.0,blue-collar,married,secondary,no,60.0,no,yes,cellular,25.0,jul,36.0,1.0,-1.0,0.0,unknown,1
7775,40.0,admin.,single,secondary,no,2002.0,yes,no,unknown,30.0,may,113.0,1.0,-1.0,0.0,unknown,1
41791,62.0,management,married,tertiary,no,0.0,no,no,cellular,13.0,oct,78.0,3.0,-1.0,0.0,unknown,1
6488,40.0,management,divorced,tertiary,no,-78.0,yes,no,unknown,27.0,may,67.0,4.0,-1.0,0.0,unknown,1
25715,33.0,management,single,tertiary,no,8038.0,yes,no,cellular,19.0,nov,60.0,1.0,-1.0,0.0,unknown,1
7652,57.0,retired,single,tertiary,no,2528.0,yes,yes,unknown,30.0,may,724.0,1.0,-1.0,0.0,unknown,1
32142,58.0,self-employed,married,tertiary,no,1636.0,no,no,cellular,15.0,apr,187.0,1.0,-1.0,0.0,unknown,1
9272,52.0,self-employed,single,tertiary,no,1623.0,yes,no,unknown,5.0,jun,21.0,17.0,-1.0,0.0,unknown,1
37187,43.0,blue-collar,married,primary,no,190.0,yes,no,cellular,13.0,may,168.0,2.0,-1.0,0.0,unknown,1
23483,34.0,entrepreneur,married,secondary,no,456.0,yes,yes,cellular,28.0,aug,137.0,8.0,-1.0,0.0,unknown,1
20605,31.0,management,married,tertiary,no,596.0,no,no,cellular,12.0,aug,192.0,4.0,-1.0,0.0,unknown,1
37916,57.0,blue-collar,single,primary,no,739.0,yes,no,cellular,14.0,may,172.0,2.0,364.0,1.0,failure,1
34569,56.0,blue-collar,divorced,primary,no,0.0,yes,no,cellular,5.0,may,313.0,1.0,-1.0,0.0,unknown,1
6056,48.0,blue-collar,married,secondary,no,1631.0,yes,no,unknown,26.0,may,51.0,5.0,-1.0,0.0,unknown,1
13167,59.0,blue-collar,married,primary,no,3540.0,no,no,cellular,8.0,jul,165.0,1.0,-1.0,0.0,unknown,1
38578,27.0,blue-collar,married,secondary,no,5854.0,no,no,cellular,15.0,may,255.0,2.0,-1.0,0.0,unknown,1
39372,45.0,blue-collar,married,secondary,no,603.0,no,no,cellular,22.0,may,204.0,1.0,-1.0,0.0,unknown,1
27489,36.0,self-employed,divorced,tertiary,no,6385.0,yes,no,cellular,21.0,nov,70.0,2.0,-1.0,0.0,unknown,1
3069,41.0,technician,married,tertiary,no,744.0,yes,no,unknown,14.0,may,125.0,1.0,-1.0,0.0,unknown,1
9796,39.0,unemployed,married,primary,no,7372.0,no,no,unknown,9.0,jun,76.0,1.0,-1.0,0.0,unknown,1
10034,49.0,blue-collar,married,secondary,no,59.0,yes,no,unknown,9.0,jun,154.0,10.0,-1.0,0.0,unknown,1
17884,55.0,services,married,unknown,no,715.0,yes,no,telephone,30.0,jul,90.0,2.0,-1.0,0.0,unknown,1
36297,38.0,services,married,secondary,no,5293.0,yes,no,cellular,11.0,may,475.0,1.0,171.0,6.0,failure,2
44763,28.0,management,single,tertiary,no,187.0,no,no,cellular,10.0,sep,255.0,1.0,93.0,2.0,success,2
10623,49.0,technician,married,secondary,no,775.0,yes,no,unknown,16.0,jun,135.0,1.0,-1.0,0.0,unknown,1
17028,35.0,technician,single,tertiary,no,470.0,yes,no,cellular,25.0,jul,743.0,13.0,-1.0,0.0,unknown,2
7892,40.0,blue-collar,married,primary,no,3693.0,yes,no,unknown,30.0,may,57.0,10.0,-1.0,0.0,unknown,1
24256,57.0,technician,married,tertiary,no,0.0,yes,yes,cellular,17.0,nov,142.0,1.0,-1.0,0.0,unknown,1
8777,21.0,blue-collar,single,secondary,yes,-59.0,yes,yes,unknown,4.0,jun,83.0,1.0,-1.0,0.0,unknown,1
5488,40.0,services,married,secondary,no,-212.0,yes,yes,unknown,23.0,may,54.0,1.0,-1.0,0.0,unknown,1
14637,43.0,management,single,tertiary,no,8224.0,yes,no,cellular,15.0,jul,70.0,1.0,-1.0,0.0,unknown,1
23002,59.0,management,divorced,tertiary,no,3096.0,no,no,cellular,26.0,aug,18.0,17.0,-1.0,0.0,unknown,1
18803,42.0,student,married,unknown,no,-7.0,no,no,telephone,31.0,jul,41.0,6.0,-1.0,0.0,unknown,1
44363,33.0,management,married,tertiary,no,643.0,no,no,cellular,2.0,aug,203.0,3.0,94.0,1.0,other,1
40094,24.0,student,single,secondary,no,1957.0,no,no,cellular,4.0,jun,113.0,1.0,-1.0,0.0,unknown,1
